pair_key,prefix_index,composite_index,pair_in_pr21e,pair_in_pr20e,pair_in_pr20f,pair_source_status,pr21e_row_count,pr21e_source_artifacts,pr21e_storage_status_values,pr21e_write_status_values,pr21e_transition_status_values,pr21e_blocker_preserved,storage_delta_bytes,storage_delta_bytes_source,storage_delta_bytes_status,storage_delta_bytes_substatus,storage_delta_bytes_model,storage_delta_bytes_model_version,storage_delta_bytes_assumptions,storage_delta_bytes_parameters,storage_delta_bytes_missing_stats,write_maintenance_events,write_maintenance_events_source,write_maintenance_events_status,write_maintenance_events_substatus,write_maintenance_events_model,write_maintenance_events_model_version,write_maintenance_events_assumptions,write_maintenance_events_parameters,write_maintenance_events_missing_stats,transition_cost_ms,transition_cost_ms_source,transition_cost_ms_status,transition_cost_ms_substatus,transition_cost_ms_model,transition_cost_ms_model_version,transition_cost_ms_assumptions,transition_cost_ms_parameters,transition_cost_ms_missing_stats
NOT_COMPUTABLE_PAIR:pr20c_candidates:170,,,true,false,false,NOT_COMPUTABLE,1,pr20c_candidates,BLOCKER_MISSING_STORAGE_DELTA,BLOCKER_MISSING_WRITE_MAINTENANCE_DELTA,BLOCKER_MISSING_TRANSITION_COST,true,,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_STAT|PR21E_BLOCKER_PRESERVED,explicit_storage_stats_or_catalog_fields,v1,required storage byte stats are missing; no default values were applied,"{""default_fill_policy"": ""never fill missing stats with defaults"", ""formula"": ""MEASURED when catalog-like prefix/composite/delta byte fields are populated; ESTIMATED_MODEL only when explicit model stats are supplied; otherwise NOT_COMPUTABLE"", ""name"": ""explicit_storage_stats_or_catalog_fields"", ""required_stats"": [""prefix_index_size_bytes"", ""composite_index_size_bytes"", ""storage_delta_bytes""], ""version"": ""v1""}",prefix_index_size_bytes|composite_index_size_bytes|storage_delta_bytes,,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE_NO_WRITE_TRACE|PR21E_BLOCKER_PRESERVED,write_trace_or_read_only_scope,v1,no write trace or DML stats are available,"{""default_fill_policy"": ""never assume write frequency is zero"", ""formula"": ""MEASURED from explicit write trace rows; READ_ONLY_SCOPED_ESTIMATE is descriptive only and does not set write cost to zero"", ""name"": ""write_trace_or_read_only_scope"", ""required_stats"": [""write_trace_events""], ""version"": ""v1""}",write_trace_events,,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE_NO_TRANSITION_TRACE|PR21E_BLOCKER_PRESERVED,transition_trace_only,v1,no transition trace is available; no real index operations were performed,"{""default_fill_policy"": ""never create or drop indexes"", ""formula"": ""MEASURED from explicit transition trace rows; no real index build/drop operations"", ""name"": ""transition_trace_only"", ""required_stats"": [""transition_trace_ms""], ""version"": ""v1""}",transition_trace_ms
NOT_COMPUTABLE_PAIR:pr20c_candidates:176,,,true,false,false,NOT_COMPUTABLE,1,pr20c_candidates,BLOCKER_MISSING_STORAGE_DELTA,BLOCKER_MISSING_WRITE_MAINTENANCE_DELTA,BLOCKER_MISSING_TRANSITION_COST,true,,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_STAT|PR21E_BLOCKER_PRESERVED,explicit_storage_stats_or_catalog_fields,v1,required storage byte stats are missing; no default values were applied,"{""default_fill_policy"": ""never fill missing stats with defaults"", ""formula"": ""MEASURED when catalog-like prefix/composite/delta byte fields are populated; ESTIMATED_MODEL only when explicit model stats are supplied; otherwise NOT_COMPUTABLE"", ""name"": ""explicit_storage_stats_or_catalog_fields"", ""required_stats"": [""prefix_index_size_bytes"", ""composite_index_size_bytes"", ""storage_delta_bytes""], ""version"": ""v1""}",prefix_index_size_bytes|composite_index_size_bytes|storage_delta_bytes,,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE_NO_WRITE_TRACE|PR21E_BLOCKER_PRESERVED,write_trace_or_read_only_scope,v1,no write trace or DML stats are available,"{""default_fill_policy"": ""never assume write frequency is zero"", ""formula"": ""MEASURED from explicit write trace rows; READ_ONLY_SCOPED_ESTIMATE is descriptive only and does not set write cost to zero"", ""name"": ""write_trace_or_read_only_scope"", ""required_stats"": [""write_trace_events""], ""version"": ""v1""}",write_trace_events,,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE_NO_TRANSITION_TRACE|PR21E_BLOCKER_PRESERVED,transition_trace_only,v1,no transition trace is available; no real index operations were performed,"{""default_fill_policy"": ""never create or drop indexes"", ""formula"": ""MEASURED from explicit transition trace rows; no real index build/drop operations"", ""name"": ""transition_trace_only"", ""required_stats"": [""transition_trace_ms""], ""version"": ""v1""}",transition_trace_ms
NOT_COMPUTABLE_PAIR:pr20c_candidates:180,,,true,false,false,NOT_COMPUTABLE,1,pr20c_candidates,BLOCKER_MISSING_STORAGE_DELTA,BLOCKER_MISSING_WRITE_MAINTENANCE_DELTA,BLOCKER_MISSING_TRANSITION_COST,true,,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_STAT|PR21E_BLOCKER_PRESERVED,explicit_storage_stats_or_catalog_fields,v1,required storage byte stats are missing; no default values were applied,"{""default_fill_policy"": ""never fill missing stats with defaults"", ""formula"": ""MEASURED when catalog-like prefix/composite/delta byte fields are populated; ESTIMATED_MODEL only when explicit model stats are supplied; otherwise NOT_COMPUTABLE"", ""name"": ""explicit_storage_stats_or_catalog_fields"", ""required_stats"": [""prefix_index_size_bytes"", ""composite_index_size_bytes"", ""storage_delta_bytes""], ""version"": ""v1""}",prefix_index_size_bytes|composite_index_size_bytes|storage_delta_bytes,,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE_NO_WRITE_TRACE|PR21E_BLOCKER_PRESERVED,write_trace_or_read_only_scope,v1,no write trace or DML stats are available,"{""default_fill_policy"": ""never assume write frequency is zero"", ""formula"": ""MEASURED from explicit write trace rows; READ_ONLY_SCOPED_ESTIMATE is descriptive only and does not set write cost to zero"", ""name"": ""write_trace_or_read_only_scope"", ""required_stats"": [""write_trace_events""], ""version"": ""v1""}",write_trace_events,,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE_NO_TRANSITION_TRACE|PR21E_BLOCKER_PRESERVED,transition_trace_only,v1,no transition trace is available; no real index operations were performed,"{""default_fill_policy"": ""never create or drop indexes"", ""formula"": ""MEASURED from explicit transition trace rows; no real index build/drop operations"", ""name"": ""transition_trace_only"", ""required_stats"": [""transition_trace_ms""], ""version"": ""v1""}",transition_trace_ms
NOT_COMPUTABLE_PAIR:pr20c_candidates:188,,,true,false,false,NOT_COMPUTABLE,1,pr20c_candidates,BLOCKER_MISSING_STORAGE_DELTA,BLOCKER_MISSING_WRITE_MAINTENANCE_DELTA,BLOCKER_MISSING_TRANSITION_COST,true,,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_STAT|PR21E_BLOCKER_PRESERVED,explicit_storage_stats_or_catalog_fields,v1,required storage byte stats are missing; no default values were applied,"{""default_fill_policy"": ""never fill missing stats with defaults"", ""formula"": ""MEASURED when catalog-like prefix/composite/delta byte fields are populated; ESTIMATED_MODEL only when explicit model stats are supplied; otherwise NOT_COMPUTABLE"", ""name"": ""explicit_storage_stats_or_catalog_fields"", ""required_stats"": [""prefix_index_size_bytes"", ""composite_index_size_bytes"", ""storage_delta_bytes""], ""version"": ""v1""}",prefix_index_size_bytes|composite_index_size_bytes|storage_delta_bytes,,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE_NO_WRITE_TRACE|PR21E_BLOCKER_PRESERVED,write_trace_or_read_only_scope,v1,no write trace or DML stats are available,"{""default_fill_policy"": ""never assume write frequency is zero"", ""formula"": ""MEASURED from explicit write trace rows; READ_ONLY_SCOPED_ESTIMATE is descriptive only and does not set write cost to zero"", ""name"": ""write_trace_or_read_only_scope"", ""required_stats"": [""write_trace_events""], ""version"": ""v1""}",write_trace_events,,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE_NO_TRANSITION_TRACE|PR21E_BLOCKER_PRESERVED,transition_trace_only,v1,no transition trace is available; no real index operations were performed,"{""default_fill_policy"": ""never create or drop indexes"", ""formula"": ""MEASURED from explicit transition trace rows; no real index build/drop operations"", ""name"": ""transition_trace_only"", ""required_stats"": [""transition_trace_ms""], ""version"": ""v1""}",transition_trace_ms
NOT_COMPUTABLE_PAIR:pr20c_candidates:21,,,true,false,false,NOT_COMPUTABLE,1,pr20c_candidates,BLOCKER_MISSING_STORAGE_DELTA,BLOCKER_MISSING_WRITE_MAINTENANCE_DELTA,BLOCKER_MISSING_TRANSITION_COST,true,,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_STAT|PR21E_BLOCKER_PRESERVED,explicit_storage_stats_or_catalog_fields,v1,required storage byte stats are missing; no default values were applied,"{""default_fill_policy"": ""never fill missing stats with defaults"", ""formula"": ""MEASURED when catalog-like prefix/composite/delta byte fields are populated; ESTIMATED_MODEL only when explicit model stats are supplied; otherwise NOT_COMPUTABLE"", ""name"": ""explicit_storage_stats_or_catalog_fields"", ""required_stats"": [""prefix_index_size_bytes"", ""composite_index_size_bytes"", ""storage_delta_bytes""], ""version"": ""v1""}",prefix_index_size_bytes|composite_index_size_bytes|storage_delta_bytes,,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE_NO_WRITE_TRACE|PR21E_BLOCKER_PRESERVED,write_trace_or_read_only_scope,v1,no write trace or DML stats are available,"{""default_fill_policy"": ""never assume write frequency is zero"", ""formula"": ""MEASURED from explicit write trace rows; READ_ONLY_SCOPED_ESTIMATE is descriptive only and does not set write cost to zero"", ""name"": ""write_trace_or_read_only_scope"", ""required_stats"": [""write_trace_events""], ""version"": ""v1""}",write_trace_events,,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE_NO_TRANSITION_TRACE|PR21E_BLOCKER_PRESERVED,transition_trace_only,v1,no transition trace is available; no real index operations were performed,"{""default_fill_policy"": ""never create or drop indexes"", ""formula"": ""MEASURED from explicit transition trace rows; no real index build/drop operations"", ""name"": ""transition_trace_only"", ""required_stats"": [""transition_trace_ms""], ""version"": ""v1""}",transition_trace_ms
NOT_COMPUTABLE_PAIR:pr20c_candidates:25,,,true,false,false,NOT_COMPUTABLE,1,pr20c_candidates,BLOCKER_MISSING_STORAGE_DELTA,BLOCKER_MISSING_WRITE_MAINTENANCE_DELTA,BLOCKER_MISSING_TRANSITION_COST,true,,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_STAT|PR21E_BLOCKER_PRESERVED,explicit_storage_stats_or_catalog_fields,v1,required storage byte stats are missing; no default values were applied,"{""default_fill_policy"": ""never fill missing stats with defaults"", ""formula"": ""MEASURED when catalog-like prefix/composite/delta byte fields are populated; ESTIMATED_MODEL only when explicit model stats are supplied; otherwise NOT_COMPUTABLE"", ""name"": ""explicit_storage_stats_or_catalog_fields"", ""required_stats"": [""prefix_index_size_bytes"", ""composite_index_size_bytes"", ""storage_delta_bytes""], ""version"": ""v1""}",prefix_index_size_bytes|composite_index_size_bytes|storage_delta_bytes,,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE_NO_WRITE_TRACE|PR21E_BLOCKER_PRESERVED,write_trace_or_read_only_scope,v1,no write trace or DML stats are available,"{""default_fill_policy"": ""never assume write frequency is zero"", ""formula"": ""MEASURED from explicit write trace rows; READ_ONLY_SCOPED_ESTIMATE is descriptive only and does not set write cost to zero"", ""name"": ""write_trace_or_read_only_scope"", ""required_stats"": [""write_trace_events""], ""version"": ""v1""}",write_trace_events,,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE_NO_TRANSITION_TRACE|PR21E_BLOCKER_PRESERVED,transition_trace_only,v1,no transition trace is available; no real index operations were performed,"{""default_fill_policy"": ""never create or drop indexes"", ""formula"": ""MEASURED from explicit transition trace rows; no real index build/drop operations"", ""name"": ""transition_trace_only"", ""required_stats"": [""transition_trace_ms""], ""version"": ""v1""}",transition_trace_ms
NOT_COMPUTABLE_PAIR:pr20c_candidates:3,,,true,false,false,NOT_COMPUTABLE,1,pr20c_candidates,BLOCKER_MISSING_STORAGE_DELTA,BLOCKER_MISSING_WRITE_MAINTENANCE_DELTA,BLOCKER_MISSING_TRANSITION_COST,true,,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_STAT|PR21E_BLOCKER_PRESERVED,explicit_storage_stats_or_catalog_fields,v1,required storage byte stats are missing; no default values were applied,"{""default_fill_policy"": ""never fill missing stats with defaults"", ""formula"": ""MEASURED when catalog-like prefix/composite/delta byte fields are populated; ESTIMATED_MODEL only when explicit model stats are supplied; otherwise NOT_COMPUTABLE"", ""name"": ""explicit_storage_stats_or_catalog_fields"", ""required_stats"": [""prefix_index_size_bytes"", ""composite_index_size_bytes"", ""storage_delta_bytes""], ""version"": ""v1""}",prefix_index_size_bytes|composite_index_size_bytes|storage_delta_bytes,,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE_NO_WRITE_TRACE|PR21E_BLOCKER_PRESERVED,write_trace_or_read_only_scope,v1,no write trace or DML stats are available,"{""default_fill_policy"": ""never assume write frequency is zero"", ""formula"": ""MEASURED from explicit write trace rows; READ_ONLY_SCOPED_ESTIMATE is descriptive only and does not set write cost to zero"", ""name"": ""write_trace_or_read_only_scope"", ""required_stats"": [""write_trace_events""], ""version"": ""v1""}",write_trace_events,,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE_NO_TRANSITION_TRACE|PR21E_BLOCKER_PRESERVED,transition_trace_only,v1,no transition trace is available; no real index operations were performed,"{""default_fill_policy"": ""never create or drop indexes"", ""formula"": ""MEASURED from explicit transition trace rows; no real index build/drop operations"", ""name"": ""transition_trace_only"", ""required_stats"": [""transition_trace_ms""], ""version"": ""v1""}",transition_trace_ms
NOT_COMPUTABLE_PAIR:pr20c_candidates:30,,,true,false,false,NOT_COMPUTABLE,1,pr20c_candidates,BLOCKER_MISSING_STORAGE_DELTA,BLOCKER_MISSING_WRITE_MAINTENANCE_DELTA,BLOCKER_MISSING_TRANSITION_COST,true,,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_STAT|PR21E_BLOCKER_PRESERVED,explicit_storage_stats_or_catalog_fields,v1,required storage byte stats are missing; no default values were applied,"{""default_fill_policy"": ""never fill missing stats with defaults"", ""formula"": ""MEASURED when catalog-like prefix/composite/delta byte fields are populated; ESTIMATED_MODEL only when explicit model stats are supplied; otherwise NOT_COMPUTABLE"", ""name"": ""explicit_storage_stats_or_catalog_fields"", ""required_stats"": [""prefix_index_size_bytes"", ""composite_index_size_bytes"", ""storage_delta_bytes""], ""version"": ""v1""}",prefix_index_size_bytes|composite_index_size_bytes|storage_delta_bytes,,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE_NO_WRITE_TRACE|PR21E_BLOCKER_PRESERVED,write_trace_or_read_only_scope,v1,no write trace or DML stats are available,"{""default_fill_policy"": ""never assume write frequency is zero"", ""formula"": ""MEASURED from explicit write trace rows; READ_ONLY_SCOPED_ESTIMATE is descriptive only and does not set write cost to zero"", ""name"": ""write_trace_or_read_only_scope"", ""required_stats"": [""write_trace_events""], ""version"": ""v1""}",write_trace_events,,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE_NO_TRANSITION_TRACE|PR21E_BLOCKER_PRESERVED,transition_trace_only,v1,no transition trace is available; no real index operations were performed,"{""default_fill_policy"": ""never create or drop indexes"", ""formula"": ""MEASURED from explicit transition trace rows; no real index build/drop operations"", ""name"": ""transition_trace_only"", ""required_stats"": [""transition_trace_ms""], ""version"": ""v1""}",transition_trace_ms
NOT_COMPUTABLE_PAIR:pr20c_candidates:38,,,true,false,false,NOT_COMPUTABLE,1,pr20c_candidates,BLOCKER_MISSING_STORAGE_DELTA,BLOCKER_MISSING_WRITE_MAINTENANCE_DELTA,BLOCKER_MISSING_TRANSITION_COST,true,,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_STAT|PR21E_BLOCKER_PRESERVED,explicit_storage_stats_or_catalog_fields,v1,required storage byte stats are missing; no default values were applied,"{""default_fill_policy"": ""never fill missing stats with defaults"", ""formula"": ""MEASURED when catalog-like prefix/composite/delta byte fields are populated; ESTIMATED_MODEL only when explicit model stats are supplied; otherwise NOT_COMPUTABLE"", ""name"": ""explicit_storage_stats_or_catalog_fields"", ""required_stats"": [""prefix_index_size_bytes"", ""composite_index_size_bytes"", ""storage_delta_bytes""], ""version"": ""v1""}",prefix_index_size_bytes|composite_index_size_bytes|storage_delta_bytes,,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE_NO_WRITE_TRACE|PR21E_BLOCKER_PRESERVED,write_trace_or_read_only_scope,v1,no write trace or DML stats are available,"{""default_fill_policy"": ""never assume write frequency is zero"", ""formula"": ""MEASURED from explicit write trace rows; READ_ONLY_SCOPED_ESTIMATE is descriptive only and does not set write cost to zero"", ""name"": ""write_trace_or_read_only_scope"", ""required_stats"": [""write_trace_events""], ""version"": ""v1""}",write_trace_events,,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE_NO_TRANSITION_TRACE|PR21E_BLOCKER_PRESERVED,transition_trace_only,v1,no transition trace is available; no real index operations were performed,"{""default_fill_policy"": ""never create or drop indexes"", ""formula"": ""MEASURED from explicit transition trace rows; no real index build/drop operations"", ""name"": ""transition_trace_only"", ""required_stats"": [""transition_trace_ms""], ""version"": ""v1""}",transition_trace_ms
NOT_COMPUTABLE_PAIR:pr20c_candidates:41,,,true,false,false,NOT_COMPUTABLE,1,pr20c_candidates,BLOCKER_MISSING_STORAGE_DELTA,BLOCKER_MISSING_WRITE_MAINTENANCE_DELTA,BLOCKER_MISSING_TRANSITION_COST,true,,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_STAT|PR21E_BLOCKER_PRESERVED,explicit_storage_stats_or_catalog_fields,v1,required storage byte stats are missing; no default values were applied,"{""default_fill_policy"": ""never fill missing stats with defaults"", ""formula"": ""MEASURED when catalog-like prefix/composite/delta byte fields are populated; ESTIMATED_MODEL only when explicit model stats are supplied; otherwise NOT_COMPUTABLE"", ""name"": ""explicit_storage_stats_or_catalog_fields"", ""required_stats"": [""prefix_index_size_bytes"", ""composite_index_size_bytes"", ""storage_delta_bytes""], ""version"": ""v1""}",prefix_index_size_bytes|composite_index_size_bytes|storage_delta_bytes,,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE_NO_WRITE_TRACE|PR21E_BLOCKER_PRESERVED,write_trace_or_read_only_scope,v1,no write trace or DML stats are available,"{""default_fill_policy"": ""never assume write frequency is zero"", ""formula"": ""MEASURED from explicit write trace rows; READ_ONLY_SCOPED_ESTIMATE is descriptive only and does not set write cost to zero"", ""name"": ""write_trace_or_read_only_scope"", ""required_stats"": [""write_trace_events""], ""version"": ""v1""}",write_trace_events,,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE_NO_TRANSITION_TRACE|PR21E_BLOCKER_PRESERVED,transition_trace_only,v1,no transition trace is available; no real index operations were performed,"{""default_fill_policy"": ""never create or drop indexes"", ""formula"": ""MEASURED from explicit transition trace rows; no real index build/drop operations"", ""name"": ""transition_trace_only"", ""required_stats"": [""transition_trace_ms""], ""version"": ""v1""}",transition_trace_ms
NOT_COMPUTABLE_PAIR:pr20c_candidates:49,,,true,false,false,NOT_COMPUTABLE,1,pr20c_candidates,BLOCKER_MISSING_STORAGE_DELTA,BLOCKER_MISSING_WRITE_MAINTENANCE_DELTA,BLOCKER_MISSING_TRANSITION_COST,true,,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_STAT|PR21E_BLOCKER_PRESERVED,explicit_storage_stats_or_catalog_fields,v1,required storage byte stats are missing; no default values were applied,"{""default_fill_policy"": ""never fill missing stats with defaults"", ""formula"": ""MEASURED when catalog-like prefix/composite/delta byte fields are populated; ESTIMATED_MODEL only when explicit model stats are supplied; otherwise NOT_COMPUTABLE"", ""name"": ""explicit_storage_stats_or_catalog_fields"", ""required_stats"": [""prefix_index_size_bytes"", ""composite_index_size_bytes"", ""storage_delta_bytes""], ""version"": ""v1""}",prefix_index_size_bytes|composite_index_size_bytes|storage_delta_bytes,,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE_NO_WRITE_TRACE|PR21E_BLOCKER_PRESERVED,write_trace_or_read_only_scope,v1,no write trace or DML stats are available,"{""default_fill_policy"": ""never assume write frequency is zero"", ""formula"": ""MEASURED from explicit write trace rows; READ_ONLY_SCOPED_ESTIMATE is descriptive only and does not set write cost to zero"", ""name"": ""write_trace_or_read_only_scope"", ""required_stats"": [""write_trace_events""], ""version"": ""v1""}",write_trace_events,,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE_NO_TRANSITION_TRACE|PR21E_BLOCKER_PRESERVED,transition_trace_only,v1,no transition trace is available; no real index operations were performed,"{""default_fill_policy"": ""never create or drop indexes"", ""formula"": ""MEASURED from explicit transition trace rows; no real index build/drop operations"", ""name"": ""transition_trace_only"", ""required_stats"": [""transition_trace_ms""], ""version"": ""v1""}",transition_trace_ms
NOT_COMPUTABLE_PAIR:pr20c_candidates:53,,,true,false,false,NOT_COMPUTABLE,1,pr20c_candidates,BLOCKER_MISSING_STORAGE_DELTA,BLOCKER_MISSING_WRITE_MAINTENANCE_DELTA,BLOCKER_MISSING_TRANSITION_COST,true,,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_STAT|PR21E_BLOCKER_PRESERVED,explicit_storage_stats_or_catalog_fields,v1,required storage byte stats are missing; no default values were applied,"{""default_fill_policy"": ""never fill missing stats with defaults"", ""formula"": ""MEASURED when catalog-like prefix/composite/delta byte fields are populated; ESTIMATED_MODEL only when explicit model stats are supplied; otherwise NOT_COMPUTABLE"", ""name"": ""explicit_storage_stats_or_catalog_fields"", ""required_stats"": [""prefix_index_size_bytes"", ""composite_index_size_bytes"", ""storage_delta_bytes""], ""version"": ""v1""}",prefix_index_size_bytes|composite_index_size_bytes|storage_delta_bytes,,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE_NO_WRITE_TRACE|PR21E_BLOCKER_PRESERVED,write_trace_or_read_only_scope,v1,no write trace or DML stats are available,"{""default_fill_policy"": ""never assume write frequency is zero"", ""formula"": ""MEASURED from explicit write trace rows; READ_ONLY_SCOPED_ESTIMATE is descriptive only and does not set write cost to zero"", ""name"": ""write_trace_or_read_only_scope"", ""required_stats"": [""write_trace_events""], ""version"": ""v1""}",write_trace_events,,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE_NO_TRANSITION_TRACE|PR21E_BLOCKER_PRESERVED,transition_trace_only,v1,no transition trace is available; no real index operations were performed,"{""default_fill_policy"": ""never create or drop indexes"", ""formula"": ""MEASURED from explicit transition trace rows; no real index build/drop operations"", ""name"": ""transition_trace_only"", ""required_stats"": [""transition_trace_ms""], ""version"": ""v1""}",transition_trace_ms
NOT_COMPUTABLE_PAIR:pr20c_candidates:56,,,true,false,false,NOT_COMPUTABLE,1,pr20c_candidates,BLOCKER_MISSING_STORAGE_DELTA,BLOCKER_MISSING_WRITE_MAINTENANCE_DELTA,BLOCKER_MISSING_TRANSITION_COST,true,,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_STAT|PR21E_BLOCKER_PRESERVED,explicit_storage_stats_or_catalog_fields,v1,required storage byte stats are missing; no default values were applied,"{""default_fill_policy"": ""never fill missing stats with defaults"", ""formula"": ""MEASURED when catalog-like prefix/composite/delta byte fields are populated; ESTIMATED_MODEL only when explicit model stats are supplied; otherwise NOT_COMPUTABLE"", ""name"": ""explicit_storage_stats_or_catalog_fields"", ""required_stats"": [""prefix_index_size_bytes"", ""composite_index_size_bytes"", ""storage_delta_bytes""], ""version"": ""v1""}",prefix_index_size_bytes|composite_index_size_bytes|storage_delta_bytes,,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE_NO_WRITE_TRACE|PR21E_BLOCKER_PRESERVED,write_trace_or_read_only_scope,v1,no write trace or DML stats are available,"{""default_fill_policy"": ""never assume write frequency is zero"", ""formula"": ""MEASURED from explicit write trace rows; READ_ONLY_SCOPED_ESTIMATE is descriptive only and does not set write cost to zero"", ""name"": ""write_trace_or_read_only_scope"", ""required_stats"": [""write_trace_events""], ""version"": ""v1""}",write_trace_events,,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE_NO_TRANSITION_TRACE|PR21E_BLOCKER_PRESERVED,transition_trace_only,v1,no transition trace is available; no real index operations were performed,"{""default_fill_policy"": ""never create or drop indexes"", ""formula"": ""MEASURED from explicit transition trace rows; no real index build/drop operations"", ""name"": ""transition_trace_only"", ""required_stats"": [""transition_trace_ms""], ""version"": ""v1""}",transition_trace_ms
NOT_COMPUTABLE_PAIR:pr20c_candidates:6,,,true,false,false,NOT_COMPUTABLE,1,pr20c_candidates,BLOCKER_MISSING_STORAGE_DELTA,BLOCKER_MISSING_WRITE_MAINTENANCE_DELTA,BLOCKER_MISSING_TRANSITION_COST,true,,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_STAT|PR21E_BLOCKER_PRESERVED,explicit_storage_stats_or_catalog_fields,v1,required storage byte stats are missing; no default values were applied,"{""default_fill_policy"": ""never fill missing stats with defaults"", ""formula"": ""MEASURED when catalog-like prefix/composite/delta byte fields are populated; ESTIMATED_MODEL only when explicit model stats are supplied; otherwise NOT_COMPUTABLE"", ""name"": ""explicit_storage_stats_or_catalog_fields"", ""required_stats"": [""prefix_index_size_bytes"", ""composite_index_size_bytes"", ""storage_delta_bytes""], ""version"": ""v1""}",prefix_index_size_bytes|composite_index_size_bytes|storage_delta_bytes,,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE_NO_WRITE_TRACE|PR21E_BLOCKER_PRESERVED,write_trace_or_read_only_scope,v1,no write trace or DML stats are available,"{""default_fill_policy"": ""never assume write frequency is zero"", ""formula"": ""MEASURED from explicit write trace rows; READ_ONLY_SCOPED_ESTIMATE is descriptive only and does not set write cost to zero"", ""name"": ""write_trace_or_read_only_scope"", ""required_stats"": [""write_trace_events""], ""version"": ""v1""}",write_trace_events,,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE_NO_TRANSITION_TRACE|PR21E_BLOCKER_PRESERVED,transition_trace_only,v1,no transition trace is available; no real index operations were performed,"{""default_fill_policy"": ""never create or drop indexes"", ""formula"": ""MEASURED from explicit transition trace rows; no real index build/drop operations"", ""name"": ""transition_trace_only"", ""required_stats"": [""transition_trace_ms""], ""version"": ""v1""}",transition_trace_ms
